(6977, 1211), 1.0
(6977, 2220), 1.0
(1211, 2220), 1.0
(1211, 6977), 1.0
(1211, 2220), 1.0
(6977, 2220), 1.0
(7043, 1277), 1.0
(1526, 7292), 1.0
(0, 656), 0.875
(2163, 1152), 1.0
(2163, 6918), 1.0
(1152, 6918), 1.0
(7043, 1277), 1.0
(7175, 1409), 1.0
(1345, 7111), 1.0
(1592, 7358), 1.0
(7175, 1409), 1.0
(1345, 7111), 1.0
(1471, 7237), 1.0
(6837, 2112), 1.0
(7292, 1526), 1.0
(1592, 7358), 1.0
(6837, 2112), 1.0
(7237, 1471), 1.0
(1152, 2163), 1.0
(1152, 6918), 1.0
(2163, 6918), 1.0
(7441, 77), 1.0
(483, 1718), 0.8
(0, 656), 0.875
